21.44,20.9294505703439,19.5921196024183,17.8391583106034,16.0244557925777,14.3426038459853,12.864,11.5938427577614,-Inf,-Inf
27.5657142857143,26.505094419539,23.9337423863337,20.9294505703439,18.1521498763299,15.8078991383354,13.8895647264468,12.3277621982388,-Inf,-Inf
-Inf,-Inf,30.1352890940254,24.7059963518516,20.4537190926027,17.2588670775344,14.8430769230769,12.9798942329528,11.5110285351025,-Inf
-Inf,-Inf,-Inf,28.7647784625573,22.5842597629654,18.4822159996273,15.5998914023369,13.4769109871698,11.8534385744279,-Inf
-Inf,-Inf,-Inf,31.7224285904417,23.9337423863337,19.200237622292,16.0244557925777,13.747830765667,12.0365140965036,-Inf
-Inf,-Inf,-Inf,31.7224285904417,23.9337423863337,19.200237622292,16.0244557925777,13.747830765667,12.0365140965036,-Inf
-Inf,-Inf,-Inf,28.7647784625573,22.5842597629654,18.4822159996273,15.5998914023369,13.4769109871698,11.8534385744279,-Inf
-Inf,-Inf,30.1352890940254,24.7059963518516,20.4537190926027,17.2588670775344,14.8430769230769,12.9798942329528,11.5110285351025,-Inf
-Inf,-Inf,23.9337423863337,20.9294505703439,18.1521498763299,15.8078991383354,13.8895647264468,12.3277621982388,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
