21.44,20.4310588235294,17.9035051546392,14.8430769230769,11.9768275862069,9.59469613259668,7.7184,6.26945848375451,-Inf,-Inf
27.5657142857143,25.4852830188679,20.7803076923077,15.8908235294118,11.9532743362832,9.06523489932885,6.99854922279793,5.51314285714286,-Inf,-Inf
-Inf,-Inf,23.5317073170732,15.8163934426229,10.8404494382022,7.7184,5.70887573964497,4.36561085972851,3.43345195729538,-Inf
-Inf,-Inf,-Inf,12.864,7.92986301369863,5.31082568807339,3.78352941176471,2.82380487804878,2.18445283018868,-Inf
-Inf,-Inf,-Inf,5.21513513513514,2.96861538461538,1.91049504950495,1.33075862068965,0.979492385786802,0.750817120622569,-Inf
-Inf,-Inf,-Inf,5.21513513513513,2.96861538461538,1.91049504950495,1.33075862068965,0.979492385786803,0.75081712062256,-Inf
-Inf,-Inf,-Inf,12.864,7.92986301369863,5.3108256880734,3.78352941176471,2.82380487804878,2.18445283018868,-Inf
-Inf,-Inf,23.5317073170732,15.8163934426229,10.8404494382023,7.7184,5.70887573964497,4.36561085972851,3.43345195729537,-Inf
-Inf,-Inf,20.7803076923077,15.8908235294118,11.9532743362832,9.06523489932886,6.99854922279793,5.51314285714286,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
